CustomerID,Gender,Age,SeniorCitizen,TenureMonths,MonthlyCharges,TotalCharges,ContractType,InternetService,PaymentMethod,SupportTickets,SatisfactionScore,Churn
CUST100135,Male,20,0,43,122,5152.37,Month-to-month,DSL,UPI,1,1,0
CUST100136,Male,43,0,29,150,4291.12,Month-to-month,DSL,Bank Transfer,1,4,0
CUST100137,Male,25,0,61,60,3597.96,Month-to-month,Fiber,Cash,2,1,0
CUST100138,Male,23,0,61,184,11278.61,One year,DSL,Cash,2,2,0
CUST100139,Male,33,0,0,70,64.4,Month-to-month,DSL,Bank Transfer,0,5,0
CUST100140,Male,41,0,26,34,859.37,One year,Fiber,Credit Card,1,3,0
CUST100141,Female,65,1,61,27,1669.4,One year,Fiber,Credit Card,0,5,0
CUST100142,Male,56,0,2,57,79.15,One year,DSL,Bank Transfer,2,4,0
CUST100143,Male,47,0,69,133,9191.26,Month-to-month,Fiber,UPI,0,1,0
CUST100144,Female,62,1,71,102,7224.28,One year,DSL,UPI,3,4,0
CUST100145,Female,30,0,26,75,1924.27,Month-to-month,None,Cash,2,4,0
CUST100146,Female,22,0,8,194,1582.08,Month-to-month,DSL,UPI,2,2,1
CUST100147,Male,42,0,61,122,7458.08,One year,None,Credit Card,4,4,0
CUST100148,Male,37,0,36,157,5614.52,Two year,Fiber,Bank Transfer,2,3,0
CUST100149,Male,71,1,50,121,6135.77,Month-to-month,Fiber,Bank Transfer,1,2,0
CUST100150,Female,35,0,43,97,4263.24,Month-to-month,DSL,Bank Transfer,0,5,0
CUST100151,Male,64,1,23,196,4513.94,Two year,Fiber,UPI,1,4,0
CUST100152,Male,35,0,58,188,10934.34,Two year,DSL,Bank Transfer,1,5,0
CUST100153,Male,19,0,31,102,3278.62,Month-to-month,DSL,Bank Transfer,2,3,0
CUST100154,Male,27,0,51,49,2529.16,Month-to-month,DSL,UPI,1,3,0
CUST100155,Female,72,1,61,24,1396.13,Month-to-month,Fiber,Credit Card,4,3,1
CUST100156,Male,62,1,57,138,7868.16,One year,DSL,Cash,1,5,1
CUST100157,Male,67,1,51,50,2532.72,Month-to-month,None,Credit Card,2,5,0
CUST100158,Male,64,1,11,199,2166.86,One year,DSL,UPI,0,1,0
CUST100159,Male,29,0,38,42,1618.17,Two year,Fiber,Bank Transfer,1,2,0
CUST100160,Female,64,1,1,67,42.94,Two year,DSL,Cash,2,4,0
CUST100161,Male,30,0,2,128,297.73,Two year,DSL,Credit Card,2,2,0
CUST100162,Female,67,1,55,59,3213.73,Month-to-month,DSL,Cash,5,3,0
CUST100163,Male,64,1,58,25,1395.08,Month-to-month,None,Credit Card,3,4,1
CUST100164,Male,74,1,1,57,120.41,One year,DSL,Credit Card,0,1,0
CUST100165,Female,72,1,1,188,174.42,Month-to-month,Fiber,UPI,1,2,1
CUST100166,Female,28,0,53,119,6346.87,Month-to-month,DSL,Credit Card,0,3,0
CUST100167,Male,36,0,0,46,-47.08,Month-to-month,Fiber,Bank Transfer,2,4,0
CUST100168,Female,52,0,18,88,1574.85,Two year,DSL,UPI,2,4,0
CUST100169,Male,56,0,1,76,108.59,Two year,DSL,Cash,5,3,0
CUST100170,Male,70,1,52,36,1833.26,Month-to-month,Fiber,UPI,2,5,0
CUST100171,Female,43,0,43,90,3893.0,Month-to-month,DSL,Credit Card,2,2,0
CUST100172,Male,63,1,31,66,2105.74,One year,Fiber,Cash,3,4,0
CUST100173,Male,31,0,69,98,6779.82,Two year,DSL,Bank Transfer,5,5,0
CUST100174,Female,71,1,31,129,3972.09,Month-to-month,Fiber,UPI,5,1,0
CUST100175,Female,62,1,67,32,2113.02,Two year,Fiber,Credit Card,2,4,0
CUST100176,Male,61,1,54,158,8494.12,One year,DSL,Cash,1,4,0
CUST100177,Male,41,0,55,143,7821.04,Two year,Fiber,Bank Transfer,0,1,0
CUST100178,Male,58,0,16,128,2089.44,One year,DSL,Bank Transfer,1,1,0
CUST100179,Female,18,0,37,109,3986.4,Two year,Fiber,UPI,1,4,0
CUST100180,Male,68,1,23,105,2400.32,Two year,Fiber,Cash,1,3,1
CUST100181,Male,60,1,68,111,7556.85,Month-to-month,None,Credit Card,2,1,0
CUST100182,Female,72,1,69,43,2948.39,Month-to-month,DSL,Cash,2,5,0
CUST100183,Male,39,0,10,92,885.72,Two year,Fiber,Bank Transfer,1,1,0
CUST100184,Female,40,0,15,23,404.74,Month-to-month,DSL,Cash,1,4,0
CUST100185,Female,73,1,72,132,9473.37,Month-to-month,Fiber,UPI,1,4,0
CUST100186,Male,71,1,58,65,3778.88,Two year,Fiber,Cash,2,2,0
CUST100187,Female,36,0,69,37,2527.07,Two year,DSL,Cash,2,5,0
CUST100188,Male,35,0,2,62,95.22,Month-to-month,Fiber,UPI,1,2,0
CUST100189,Male,29,0,19,180,3353.52,Month-to-month,Fiber,Cash,3,1,0
CUST100190,Female,72,1,58,112,6496.78,Month-to-month,Fiber,UPI,2,2,0
CUST100191,Female,45,0,35,122,4205.24,Month-to-month,DSL,UPI,1,4,0
CUST100192,Female,45,0,18,143,2588.46,Two year,DSL,UPI,1,3,0
CUST100193,Male,50,0,66,29,1899.29,One year,DSL,Bank Transfer,1,1,0
CUST100194,Male,36,0,18,92,1608.14,Two year,DSL,Cash,3,4,0
CUST100195,Female,45,0,19,50,893.19,Month-to-month,DSL,UPI,1,1,0
CUST100196,Male,69,1,70,175,12134.94,Month-to-month,Fiber,Credit Card,5,2,1
CUST100197,Female,66,1,51,79,4061.66,Two year,Fiber,Credit Card,1,2,0
CUST100198,Male,54,0,32,150,4797.31,Month-to-month,DSL,Bank Transfer,3,1,0
CUST100199,Male,43,0,39,137,5350.87,Month-to-month,Fiber,UPI,5,1,1
CUST100200,Male,52,0,38,33,1278.82,Two year,None,UPI,1,2,0
CUST100201,Male,51,0,0,162,79.06,Two year,DSL,Bank Transfer,0,1,0
CUST100202,Female,52,0,10,21,162.11,Month-to-month,DSL,Cash,3,2,1
CUST100203,Male,57,0,56,43,2376.96,One year,Fiber,UPI,2,1,0
CUST100204,Female,33,0,49,83,4093.37,Month-to-month,DSL,UPI,0,3,0
CUST100205,Male,55,0,22,119,2654.77,Two year,Fiber,Credit Card,0,1,0
CUST100206,Male,30,0,30,133,3993.06,Two year,DSL,UPI,2,1,0
CUST100207,Female,40,0,41,43,1661.52,Month-to-month,DSL,Bank Transfer,1,4,0
CUST100208,Male,71,1,6,174,932.68,Month-to-month,DSL,Credit Card,2,3,1
CUST100209,Female,39,0,15,184,2756.09,Two year,DSL,Bank Transfer,2,2,0
CUST100210,Male,33,0,59,110,6544.25,Month-to-month,DSL,Bank Transfer,2,2,0
CUST100211,Male,45,0,1,186,257.81,Two year,DSL,UPI,3,5,0
CUST100212,Male,65,1,0,45,-85.4,Two year,DSL,Cash,2,3,1
CUST100213,Female,52,0,47,84,3971.27,Two year,Fiber,UPI,1,3,0
CUST100214,Male,62,1,11,139,1551.18,One year,DSL,Cash,2,1,0
CUST100215,Female,63,1,68,23,1537.44,Month-to-month,Fiber,Credit Card,2,4,0
CUST100216,Male,25,0,36,176,6343.04,Month-to-month,DSL,Bank Transfer,2,2,0
CUST100217,Female,61,1,31,20,607.85,One year,DSL,Bank Transfer,4,2,0
CUST100218,Female,72,1,8,69,494.7,Month-to-month,DSL,UPI,4,4,0
CUST100219,Female,72,1,18,129,2290.83,One year,Fiber,Cash,0,4,1
CUST100220,Female,39,0,47,158,7526.87,Month-to-month,Fiber,Bank Transfer,3,3,0
CUST100221,Male,38,0,2,93,200.46,Month-to-month,DSL,Bank Transfer,1,4,0
CUST100222,Female,43,0,19,81,1478.42,Month-to-month,DSL,Cash,3,4,0
CUST100223,Female,57,0,23,100,2243.76,Two year,None,Bank Transfer,3,1,0
CUST100224,Male,38,0,53,183,9776.86,Month-to-month,Fiber,Bank Transfer,2,3,0
CUST100225,Female,42,0,32,75,2375.53,Month-to-month,DSL,Bank Transfer,2,5,0
CUST100226,Male,58,0,23,130,2971.31,Month-to-month,Fiber,Cash,1,5,1
CUST100227,Male,18,0,71,40,2879.63,Month-to-month,Fiber,Cash,2,2,0
CUST100228,Male,23,0,35,160,5582.99,Two year,DSL,Credit Card,0,4,0
CUST100229,Male,40,0,37,28,1009.41,One year,Fiber,Bank Transfer,1,1,0
CUST100230,Female,68,1,24,158,3803.1,Month-to-month,Fiber,Bank Transfer,2,4,0
CUST100231,Male,40,0,17,89,1477.59,Month-to-month,Fiber,Credit Card,1,2,1
CUST100232,Female,60,1,65,148,9596.59,Two year,Fiber,Cash,2,4,1
CUST100233,Male,60,1,53,137,7340.68,One year,Fiber,Cash,2,5,0
CUST100234,Female,40,0,34,75,2508.84,Month-to-month,DSL,UPI,1,3,0
CUST100235,Male,49,0,60,50,2987.55,Month-to-month,DSL,Cash,0,4,0
CUST100236,Female,47,0,40,56,2346.84,Month-to-month,Fiber,UPI,2,5,0
CUST100237,Male,30,0,32,194,6032.63,Month-to-month,DSL,Credit Card,3,5,1
CUST100238,Female,60,1,67,110,7464.96,Two year,Fiber,Cash,3,2,0
CUST100239,Female,35,0,32,133,4282.33,Month-to-month,DSL,Credit Card,1,3,0
CUST100240,Female,40,0,13,147,1934.32,Two year,DSL,UPI,2,2,0
CUST100241,Male,32,0,20,194,3902.55,Month-to-month,Fiber,Bank Transfer,3,1,0
CUST100242,Female,50,0,47,141,6605.46,Month-to-month,None,Bank Transfer,1,3,0
CUST100243,Female,38,0,19,88,1621.76,Two year,Fiber,Credit Card,2,1,0
CUST100244,Female,74,1,7,55,383.69,Month-to-month,Fiber,Bank Transfer,1,3,1
CUST100245,Male,56,0,6,51,300.36,One year,Fiber,Credit Card,4,5,0
CUST100246,Male,40,0,66,83,5489.33,Two year,Fiber,UPI,2,1,0
CUST100247,Female,44,0,16,189,3008.81,Two year,DSL,Bank Transfer,5,3,0
CUST100248,Female,62,1,32,67,2186.04,Month-to-month,Fiber,UPI,2,3,0
CUST100249,Female,61,1,47,100,4740.85,Month-to-month,Fiber,Cash,4,1,0
CUST100250,Female,35,0,58,177,10193.61,Month-to-month,DSL,Bank Transfer,3,3,0
CUST100251,Female,41,0,21,168,3443.25,Month-to-month,DSL,Bank Transfer,0,2,0
CUST100252,Male,68,1,29,79,2252.09,Month-to-month,Fiber,Bank Transfer,3,2,0
CUST100253,Male,64,1,37,160,5853.4,Month-to-month,DSL,Credit Card,1,1,0
CUST100254,Male,57,0,50,20,1053.26,Month-to-month,DSL,Cash,3,5,0
CUST100255,Male,68,1,53,84,4419.67,Month-to-month,DSL,Cash,2,4,0
CUST100256,Male,59,0,7,52,390.02,Two year,DSL,Cash,1,1,1
CUST100257,Male,24,0,26,57,1475.2,One year,Fiber,UPI,0,1,0
CUST100258,Female,67,1,26,44,1189.41,Month-to-month,Fiber,Cash,1,1,0
CUST100259,Male,65,1,20,173,3438.21,Two year,Fiber,Credit Card,1,1,0
CUST100260,Female,37,0,29,78,2183.62,Month-to-month,Fiber,Credit Card,4,2,0
CUST100261,Male,44,0,27,180,4825.34,Month-to-month,Fiber,UPI,1,1,0
CUST100262,Female,23,0,63,120,7422.26,Month-to-month,Fiber,UPI,2,5,0
CUST100263,Female,44,0,68,146,9852.56,Two year,DSL,Cash,3,4,0
CUST100264,Female,26,0,60,60,3617.0,Month-to-month,Fiber,Cash,3,4,1
CUST100265,Female,70,1,47,177,8328.71,Month-to-month,Fiber,Credit Card,1,5,0
CUST100266,Male,62,1,18,76,1339.45,Two year,None,Credit Card,2,1,0
CUST100267,Male,74,1,3,196,579.43,Month-to-month,Fiber,Cash,4,4,1
CUST100268,Female,48,0,34,67,2198.34,Two year,DSL,Credit Card,5,2,0
CUST100269,Female,38,0,63,91,5766.79,Month-to-month,DSL,UPI,1,4,0
CUST100270,Female,43,0,48,196,9397.75,Two year,Fiber,Credit Card,2,5,0
CUST100271,Female,57,0,16,194,3130.37,One year,DSL,Cash,3,4,0
CUST100272,Male,65,1,43,75,3248.47,Two year,DSL,UPI,2,5,1
CUST100273,Male,62,1,29,84,2450.17,Two year,DSL,Credit Card,2,1,0
CUST100274,Female,30,0,45,31,1347.62,Two year,DSL,UPI,3,4,0
CUST100275,Female,66,1,5,88,453.89,Month-to-month,Fiber,Cash,2,5,0
CUST100276,Female,40,0,36,153,5529.88,Two year,Fiber,Credit Card,0,2,0
CUST100277,Female,37,0,23,108,2450.37,One year,None,Cash,4,2,0
CUST100278,Female,54,0,45,44,1995.91,Month-to-month,DSL,Bank Transfer,1,3,0
CUST100279,Female,71,1,52,20,967.43,Two year,DSL,Cash,0,4,0
CUST100280,Male,70,1,59,179,10588.45,Month-to-month,Fiber,Bank Transfer,3,1,0
CUST100281,Female,45,0,62,150,9315.35,Month-to-month,DSL,UPI,3,3,0
CUST100282,Female,34,0,31,68,2182.55,Month-to-month,None,UPI,2,4,0
CUST100283,Female,45,0,32,166,5408.15,One year,DSL,Bank Transfer,3,2,0
CUST100284,Female,58,0,66,79,5201.31,One year,None,UPI,1,1,0
CUST100285,Female,19,0,17,176,3017.53,One year,Fiber,UPI,1,2,0
CUST100286,Female,42,0,24,197,4745.29,Month-to-month,Fiber,Cash,2,4,0
CUST100287,Female,75,1,53,21,1099.26,One year,Fiber,Bank Transfer,3,1,0
CUST100288,Male,67,1,57,92,5155.23,Two year,None,Credit Card,4,1,1
CUST100289,Female,58,0,66,164,10767.22,Month-to-month,Fiber,UPI,2,3,0
CUST100290,Male,23,0,45,129,5778.32,One year,Fiber,UPI,4,1,0
CUST100291,Female,28,0,23,183,4222.47,Month-to-month,Fiber,Credit Card,1,4,0
CUST100292,Male,74,1,31,80,2549.09,Month-to-month,Fiber,Cash,0,5,0
CUST100293,Male,55,0,46,36,1650.89,One year,Fiber,Cash,3,5,0
CUST100294,Male,23,0,22,68,1548.02,Month-to-month,DSL,Cash,6,1,0
CUST100295,Male,62,1,65,95,6247.44,One year,DSL,Credit Card,3,5,0
CUST100296,Female,28,0,26,167,4313.36,One year,DSL,Cash,3,4,0
CUST100297,Male,31,0,1,197,126.83,Month-to-month,DSL,UPI,3,3,1
CUST100298,Female,19,0,16,150,2401.87,Month-to-month,Fiber,Cash,4,2,0
CUST100299,Female,57,0,32,62,1917.08,Two year,DSL,UPI,2,2,1
CUST100300,Female,20,0,8,76,698.87,Month-to-month,Fiber,Credit Card,1,4,0
CUST100301,Female,72,1,42,69,2956.3,One year,Fiber,Cash,5,3,0
CUST100302,Male,70,1,47,197,9329.45,Two year,Fiber,Cash,3,4,0
CUST100303,Female,52,0,38,56,2041.51,Two year,Fiber,UPI,3,1,0
CUST100304,Male,50,0,41,65,2646.82,One year,DSL,Credit Card,0,3,0
CUST100305,Male,41,0,25,189,4727.66,Month-to-month,None,Cash,0,5,0
CUST100306,Female,36,0,49,34,1686.09,Month-to-month,DSL,Credit Card,2,1,0
CUST100307,Female,35,0,24,180,4301.95,Month-to-month,Fiber,UPI,2,5,0
CUST100308,Male,66,1,23,99,2147.15,One year,DSL,UPI,2,1,0
CUST100309,Male,69,1,12,158,1919.12,Month-to-month,DSL,Cash,0,1,0
CUST100310,Male,41,0,59,167,9941.34,Two year,Fiber,Credit Card,0,1,0
CUST100311,Female,62,1,6,43,358.5,One year,Fiber,UPI,2,1,0
CUST100312,Male,52,0,56,144,8050.72,Month-to-month,DSL,Credit Card,0,3,0
CUST100313,Female,18,0,35,137,4798.93,Month-to-month,Fiber,Bank Transfer,0,3,1
CUST100314,Male,53,0,44,99,4305.69,One year,Fiber,Bank Transfer,5,1,0
CUST100315,Male,42,0,19,113,2150.97,Month-to-month,DSL,Cash,1,4,1
CUST100316,Female,62,1,64,84,5354.56,One year,Fiber,Credit Card,2,1,0
CUST100317,Male,66,1,7,107,723.08,Two year,Fiber,Credit Card,1,1,0
CUST100318,Female,60,1,15,107,1530.18,Two year,Fiber,UPI,0,4,1
CUST100319,Male,51,0,13,164,2209.05,One year,Fiber,Credit Card,0,4,1
CUST100320,Female,42,0,14,145,2017.83,Two year,Fiber,Credit Card,0,1,1
CUST100321,Female,33,0,65,108,6996.08,One year,Fiber,UPI,0,2,0
CUST100322,Female,51,0,31,80,2491.22,Month-to-month,DSL,Cash,2,2,0
